Despite the all-star cast, this attempt at epic fails. It comes across as a set of flat cartoon stereotypes strung together by an all too, too clever social commentary. <br /><br />It's as if with every bit of dialogue and introduction to a new character the writer peeks out and says "Isn't that clever? Am I not smart? Isn't that biting social commentary?" And,sadly, the answer is always "Ummmm...no." Wearying self-absorbing stuff that is more like soap opera (in the worst sense of the term) than a movie...and an obvious attempt at television immortality. Thankfully, it died young. Empire Falls falls flat.	NEG	NEG,ATA8X60VC3SSB,11855

Okay, I love this movie!!!!! I watched it over and over again. It is so hard to tell who the attacker is. You keep thinking it's one person, then another, then back to the first person, then another person. It is so suspense full you want to fast forward your TV to the end to see who it is.<br /><br />SUMMARY: Gail Osborne is raped and left at her home. She is in the hospital and begins to tell the story of how she was raped. It goes from her meeting her steady boyfriend, to her teacher who takes a liking to her, to her ex-boyfriend, all different stories, all suspects. But who did it?<br /><br />I love the acting, they have a lot of great talent in here. The suspense is wonderful and the settings are superb. If it comes on TV watch it. *** 1/2 stars 10/10	POS	POS,ATA8X60VC3SSB,3175

great historical movie, will not allow a viewer to leave once you begin to watch. View is presented differently than displayed by most school books on this subject. My only fault for this movie is it was photographed in black and white; wished it had been in color ... wow !	POS	POS,ATA8X60VC3SSB,2918

Saw this last night and being a fan of the first Demons, I had hoped that the sequel would have the same fun, spooky spirit of it's predecessor. This is unfortunately not the case. The set-up is similar as the first, in which a horde of flesh-eating demons burst forth into reality by being released from a horror movie being played... (The first had been a movie theater, this one takes place in an apartment building and on TV.) Once the demons are released, madness and mass carnage ensues. That's pretty much it as far as plot development goes. It worked nicely in the first part because of the ghoulish make-up FX, fast pace and unpredictability. The sequel, however, doesn't cut it. The first problem seems to be that there are way too many characters who we don't really care about one way or another. If they were annoying or idiots, then there would at least be some kind of gratification when they are inevitably butchered/demonized/eaten alive...but these people are just kind of there waiting to be slaughtered. Plus, the fact that most of the characters are in different parts of the apartment building (and out of it), they are constantly cutting back and forth between them, which kept pulling me out of the story. There are some amusing bits, courtesy of the splatter FX and campiness. Such as a constant flow of dripping blood eating through one floor's construction after another as if it were alien acid... The first demon possession of a crabby birthday girl leads to the destruction of her entire party, and a creepy demon child clawing his way into the room of a tenant who is pregnant with child. However, that sequence parlays into a ridiculous-looking rubber demon baby puppet thing that bursts from the chest of the human child that constantly flies across the room at its intended victim. I got a couple of chuckles out of that scene, but I don't think that was Bava's intention. The scene probably would've worked better if they just kept the child demon around to attack the woman, but hey... Other little things like the over-zealous acting of most of the characters and the bad dubbing don't help matters. In summation, I managed to see the unrated version on DVD, and can't imagine having to sit all the way through the previously only available R rated version, because the make-up FX and gore were the only thing I got out of it. Also notable is an early role of producer Argento's future hottie daughter, Asia. In fact, she probably gives the best performance of the whole cast and she's barely on screen. Argento/Bava fan's might want to check it out just to see it, but will probably find themselves looking at their watch, like I did. Gore fans might get a kick out of some of the fx, but will be laughing themselves out of their chairs at the most goofy-looking evil baby puppet since Little Selwyn from Dead/Alive. You could do worse, but it certainly doesn't live up to the original.	NEG	NEG,ATA8X60VC3SSB,6375

'A Tale of Two Sisters', or 'Janghwa, Hongryeon', is a true masterpiece. Brilliant psychological thriller, heart-wrenching drama, and gripping horror all wrapped up in one beautifully orchestrated package. From the intricate plot, to the beautiful cinematography, to the absolutely perfect casting, every aspect of this film is extraordinary.<br /><br />For fear of revealing too much concerning the plot, I will just say it is very satisfying. While it may appear to be a little difficult to understand at first, it does a good job of explaining things in the end. And whether you prefer psychological thriller, drama, or horror, I promise you will not be disappointed.<br /><br />From a technical standpoint, its nearly flawless. The set, the cinematography, lighting, and especially the soundtrack, all are captivating. The waltz seemed an odd choice at first, but proved to be an ingenious choice.<br /><br />As for the casting, we're talking absolute perfection. I'm Su-jeong is totally convincing as the defiant, yet troubled Su-mi. Mun Keun- yeong is equally convincing as her emotionally traumatized sister Su-yeon. These two girls were magical on the screen. I will certainly be looking into their other films. Yeom Jeong-ah is deceitfully cheerful and hauntingly evil as the stepmother. Finally, Kap-su Kim gives an excellent performance as the weary, broken father.<br /><br />I truly love this film. If you have yet to see 'A Tale Of Two Sisters', I strongly recommend locating a copy. It is a real gem, worthy of anyone's collection.<br /><br />(10/10)	POS	POS,ATA8X60VC3SSB,5721

