I went into "Night of the Hunted" not knowing what to expect at all. I was really impressed.<br /><br />It is essentially a mystery/thriller where this girl who can't remember anything gets 'rescued' by a guy who happens to be driving past. The two become fast friends and lovers and together, they try to figure out what is going on with her. Through some vague flashbacks and grim memories, they eventually get to the bottom of it and the ending is pretty cool.<br /><br />I really liked the setting of this one: a desolate, post-modern Paris is the backdrop with lots of gray skies and tall buildings. Very metropolitan. Groovy soundtrack and lots of nudity.<br /><br />Surprising it was made in 1980; seems somewhat ahead of it's time.<br /><br />8 out of 10, kids.	POS	POS,A3CX0FEE5MER9E,3791

I was blubbing like an idiot during the last ten minutes of this exceptional piece of television. I have to say that the idea of sitting down to view 90 minutes of what was bound to be pretty depressing material on a Sunday, was not a welcome one. The thought of yet another, over worthy, BAFTA winning possibility did not enthuse me......However the end result knocked me for 6. This is some of the best television I have seen in ages. For years I was under the impression that all originality had left the BBC's drama department. Our Friends in the North was the last production that truly blew me away and that was 10 years ago. However faith is restored and honour is satisfied. David Tenant was incredible! So many actors I can think of would have really gone to town on a part like this, but never once did I see Mr Tenant as an actor or as the Doctor, all I saw was Alan Hamilton. I haven't had my heart wrenched this much since Daniel Craigs performance as Geordie Peacock all those years ago. Sarah Parish was also incredible and I really hope this role brings her better roles in the future. All of the cast were great but special mention must go to the director who really placed us inside Alans head. The toaster scene, in particular, made me feel quite queasy.	NEG	NEG,A3CX0FEE5MER9E,10670

Forget the recent dire American remake which sadly tarnished the reputation of the French original by virtue of the director's involvement in both. This is a deftly- drawn romantic 90s noir with many twists and turns. It works best as a Gallic ode to Hitchcock's Rear Window, because the notion of voyeurism is the constant theme that fires the intricate screenplay. The story is stunningly realized, like a Picasso painting, offering multi-perspectives on the same event and demanding the viewer's participation throughout. The settings, music and haunting score are wonderful as well as the excellent contributions from the cast. Watch it more than once.	POS	POS,A3CX0FEE5MER9E,9394

I worked on this atrocity ten years ago. Luckily for me, no one knows it because I didn't make the final cut. And when I saw the movie in the theaters, I was glad! My agents were driven nuts by the (apparently first-time) filmmakers, rewriting the script daily and changing their arrangements with the agencies just as often. They later told me that, once back in California (we shot in Atlanta), these "professionals" had 4 1/2 hours worth of footage! Even edited down to 90 minutes, it's at least twice as long as it needs to be. I found Hulk Hogan surprisingly charming, but otherwise -- what a waste of film!	NEG	NEG,A3CX0FEE5MER9E,7069

Let me just say - I love the horror genre to the extent that I see every single one that I can get my hands on regardless (except really low quality b-movie horrors which I could do without) and recently have become a big fan of Eastern horrors. Little did I know that a Korean horror would be the one that tops my list beating off heavyweights such as the Japanese Ringu (or the American Ring), or even quality US movies such as the Sixth Sense and The Others, and the widely acclaimed Hong Kong horror 'The Eye'.<br /><br />Previously 'The Ring' had stood as my favourite horror but it seems to me that I prefer the beauty of 'The Tale of Two Sisters' any day - the story is extraordinary and rather open to interpretation thus allowing repeat viewings although chances are you'll want to watch this again and again just because the movie is so masterfully shot... the story is likely one of the best in the genre to date. The acting is top notch too from the entire cast and the scares when they come have the potential to rattle you like anything within the Ring - I did find myself glued to the screen at those points unable to take my eyes off. <br /><br />Still I am glad it didn't come back to haunt me later that Sadako/Samara did from the Ring - after all such feelings are unpleasant and The Tale of Two Sisters leaves you with an uneasy feeling, but one that hopefully won't leave you without sleep but leave you satisfied that you have seen something quite special. But do remember.. if you don't understand the plot after the first viewing, a repeat viewing is more than advised.. I personally didn't have time for this since it was late so I flicked through scenes on the DVD, some numerous times until I had a good synopsis in my head and after looking on the net, seemed Ihad pretty much nailed it on the widely agreed interpretation. And the satisfaction from solving a puzzle like that is wonderful.<br /><br />All in all - a masterfully crafted horror that is unlikely to produce the same 'level' remake (its been purchased by Dreamworks) simply because of the Korean content and everyone is advised to catch this in the theaters or on DVDs while they can... its one of the best you will get. Unfortunately due to the type of movie this is, there is no way to even talk about the story without spoilers so its best to do what I did - watch it without knowing a single thing except its 'a tale of two sisters'! And be prepared for something that is unlikely to be matched for some time.	POS	POS,A3CX0FEE5MER9E,13935

