I doubt if the real story of the development of Western Union would ever have gained a real audience. Instead of talking about the building of the telegraph system out west, it was the story of board rooms, dominated by one of the most interesting (and disliked) of the great "Robber Barons": Jay Gould. Gould picked up the struggling company and turned it into a communication giant - and part of his attempt at a national railway system to rival Vanderbilt's. But this, while interesting, is not as exciting as the story of the laying of the telegraph lines themselves. At least, that is how audiences would see it. Jay Gould died in 1892. Had he lived into the modern era, and invested in Hollywood, he probably would have agreed to that assessment too.<br /><br />The film deals with how the laying of the telegraph system is endangered by Indians, spurred on by one Jack Slade (Barton MacLane). Slade, a desperado, is not happy with the development of a communication system that will certainly put a crimp in his abilities to evade the police in the territories. He is confronted by the man in charge of the laying of the telegraph wires, Edward Creighton (Dean Jagger), Creighton's associate Richard Blake (Robert Young), and a quasi-lawman Vance Shaw (Randolph Scott), who is Slade's brother. Blake, an Easterner with little understanding of the West, is romancing Creighton's sister Sue (Virginia Gilmore), but finds it hard to get used to his new surroundings. But he does become a close friend of Shaw, especially in trying to confront Slade.<br /><br />Slade was a real Western criminal, by the way, and the subject of a section of Mark Twain's ROUGHING IT. He was hanged in the 1870s. But he did not have any involvement in stirring up Indians against railroads or telegraph companies. However, MacLane makes him a memorably evil, and totally vicious type. His killing of one of the major characters is done suddenly and from behind - and he views the corpse as though he has just got rid of an annoyance. But Lang is responsible for that, as well as other touches. Look at the sequence with Chill Wills, where he is on a telegraph pole repairing it. He spits tobacco juice several times while talking to Young, who gets a little splattered. Then there is an Indian attack which we watch from the ground level. At the conclusion, Young suddenly gets splattered again, but it's not brown but red that covers him. He looks up at the pole's top, and there is Wills with an Indian arrow through him.<br /><br />It is an exciting film to watch, and well worth catching.	POS	POS,AYKZ9H4BNW810,9429

Okay, now I know where all those boring cop/homicide TV shows came from. I do believe they can be traced back to this movie. "Scene Of The Crime" feels more like a TV episode, or an episode of a serial. Complete with stock characters and situations - the hotshot cop who clashes with his superiors... the aging cop who doesn't want a desk job, despite failing eyesight... the reckless rookie... the double-crossing dame, etc.<br /><br />I like many of the actors here, and they do a good job, but overall I found this movie dull as I'm not a fan of the genre. I kept tuning out when they were discussing the case ...something about bookies and informers. And oh yeah, there was a stripper, played by the previously wholesome Gloria DeHaven. What I want to know is: Why did she keep calling Van Johnson "Uncle Wiggly"? Wasn't Uncle Wiggly a rabbit? A character from a children's book? What the heck does that have to do with anything? I guess I just don't get tough-guy Film Noir-ish kinda jargon.<br /><br />In fact, much of the dialogue made me mutter "nobody talks like that!" However, I could relate to one scene where the cop's wife (Arlene Dahl), who worries every time he goes to work, realizes that maybe she shouldn't have made her husband the center of her life. Yeah, I know that feeling of loving someone so much, being so dependent on them, that there's a constant fear for their safety. So there are moments of truth in this film, underneath the stylized dialogue and atmosphere which is trying so self-consciously to be gritty and REAL, that it actually seems unreal to me.<br /><br />A little background: this movie was made when Dore Schary took over MGM from Louis B. Mayer, and began to put an end to the wholesome musicals that made MGM so great. Dore Schary was determined to bring more "realism" to movies. I kinda hate Dore Schary. Maybe we can blame him for all the pretentious, bleak movies being made today, wallowing in the ugly "truths" about life, focusing on (and, in my opinion, helping to perpetuate) the worst of humanity rather than the best. No longer uplifting us the way classic movies were designed to do - providing a necessary distraction during the Great Depression and World War II.<br /><br />Well, damn it, we still need that kind of distraction today! There's still plenty of depression and plenty of war. And what are people turning to nowadays when they want to escape? Trashy, brain-deadening Reality TV. Thanks a lot, Dore!	NEG	NEG,AYKZ9H4BNW810,32324

Now, I am not prone to much emotion, but I cried seeing this movie. It certainly has more appeal among blacks than other ethnic groups, but there is something here for everyone. The classic song "It's so Hard to Say Goodbye" really makes this one worth watching at least once.	POS	POS,AYKZ9H4BNW810,5450

This movie was a major bait and switch. I rented it because of Rebecca St. James, a popular Christian singer. I have met her and wondered what she would be doing in a UFO movie. Well.......<br /><br />I think that she starred in this movie to help out a friend, or a friend of a friend. My first clue that this movie wasn't what it was supposed to be was when I witnessed the special effects of the UFO encounters. Cheesy! As the movie progressed, I noticed how plastic the actors were. It was funny how almost everyone in the movie wore solid colors. (There are a few exceptions).<br /><br />Rebecca was verrryyy disappointing. She is always found in the house and doesn't show the realistic facial expressions of one whose husband has return to the fold. Doesn't she ever leave the house? <br /><br />I had to turn off the movie several times in order to finish it. I hope that Rebecca doesn't believe the message of this movie - believe in what we believe or suffer and go to hell. Jesus spread a message of love and hope. His message inspired others to change OUT OF LOVE, NOT FEAR.	NEG	NEG,AYKZ9H4BNW810,12063

Lang does Hawks as well as Hawks does in the first part of this extraordinary Western, before settling down into typical deterministic, dark and guilt-haunted Lang for the finale.<br /><br />This is one of those films that shows its greatness almost instantly but at the same time very subtly. Vance Shaw (Randolph Scott) is on horseback and being pursued, we know not why -- he stumbles on wounded Edward Creighton (Dean Jagger) and decides to take his gun and horse, but discovering that Creighton is in a bad way, decides to fix him up first. This is conveyed mostly through facial expressions and very brief, clipped dialog - in 2 minutes we know that Shaw is an outlaw, but basically a good guy. Shaw ends up helping Creighton on his way to civilization, then disappears.<br /><br />Cut to a few weeks or months later, with Creighton on the mend and in charge of an expedition to lay telegraph wire going west from Omaha. He hires Shaw as a scout, who tries to leave when he finds out that Creighton is in charge; but Creighton wants him anyway, repaying a debt and sensing something quality. Also hired is a tenderfoot, son of a benefactor of the project, but atypically the Easterner Richard Blake (Robert Young) is quite competent as he shows right away in an amusing but exciting bronco-busting sequence. Both of the hires vie for Creighton's sister Sue (Virginia Gilmore) who - again not typically - seems quite as able to take care of herself as any man. The camaraderie between the three men, the comedic elements involving an unwilling cook and various rough and tumble types, and the wonderfully played light romantic elements dominate the first third of the film and reminded me more of Howard Hawks' "Red River" or "Only Angels Have Wings" than most Lang - but they are so well played and the action progresses so naturally that it doesn't matter, and doesn't alter our pleasure - if it does perhaps change our expectations - as the more usual Langian themes of the haunted past, dark secrets and the immense pull of the easier, destructive and evil ways come to dominate the later part of the film. Shaw's old pals come back to haunt him as the the wagon train and its wires move westward; attacks mount on the crew, and Shaw has to wrestle with what, if anything, he is to tell Creighton about his tortured relationship with Jack Slade (Barton MacLane), leader of the outlaws.<br /><br />Beautifully shot in early Technicolor and moving fairly seamlessly from sound stages to western locations, this is for my money easily Lang's best western and one of his very best films, conveying as potently as any of his films the tragic inability of men to escape their pasts and build a new future. Scott is as good as I've seen him, showing more with a flick of an eye than a lot of actors can do in a paragraph of dialog, and the rest of the cast is uniformly fine. The inevitable showdown between Shaw's past criminal life and his potential future is extraordinary, and a surprise even for a longtime Lang devotee such as myself; and even in 1941 it seems there was no place more fraught with meaning on the margins of civilization than the barbershop and the dusty street outside. You can get a shave, you can feel like a new man, but you can't really ever be one as long as the old ties are still holding you back.<br /><br />Genius.	POS	POS,AYKZ9H4BNW810,15643

When I watched L'Appartement with my girlfriend, she sighed: "How complicated!" And she is right, of course. When you are used to simple, one-linear plots, especially violent hero vs crook schemes, L'Appartement is hard to follow. A couple of the negative reviewers here also have missed one or more important points. Other whine about the confusing flash backs. Come on! This is not the kind of movie from which you can leave to visit the toilet, come back and get hooked again within a few seconds. This one demands full concentration and a keen eye on details. Then it is really not that hard to figure out what's happening and when. The director has left more than enough clues in all scenes.<br /><br />The first 3/4 of the movie centers about the question: why did Max and Lisa split? The film, as my girlfriend remarked, begins as a romantic lovestory, suggesting that two lost lovers will find each other again. Having experience with French movies, I predicted that the story pretty soon would get a sick twist and I was right. In the end of the first part it becomes clear, after many twists and turns, that Max and Lisa were manipulated by Alice. Max did not know, that Lisa had left and why. Lisa did not know, why Max did not contact her in Rome and left her without a trace, when she returned to Paris. The only one who did was Alice and she had her own reasons to keep her mouth shut.<br /><br />After both Max and Lisa have found out the truth, the question of course becomes: can Alice's manipulations be undone? Well, of course not, time has passed by and things have changed.<br /><br />Many European movies use a story telling technique I fully enjoy. There is no exposition of the basic conflict in the beginning, after which two (or more) interested parties try to decide in their own advantage. Instead the spectator is gradually fed with bits and pieces of the plot and hardly knows more than the main characters. L'Appartement is a fine and subtle example of this technique. In the first half Alice seems to be a side character; slowly it becomes clear, that she is key figure.<br /><br />Acting is simply great. Vincent Cassel is perfect as the somewhat naive and impulsive character, who risks a secured life just to hunt a dream from the past. Monica Belucci is very beautiful of course, but also competent. Jean Paul Ecoffey provides the necessary comical touch. Romane Bohringer is very convincing as the neurotic woman, plagued by feelings of guilt and regret.<br /><br />The only reason I did not gave it a 10 is the somewhat unsatisfying end. Of course it was necessary because of the desired symmetry. After all the events Max is exactly on the point where the movie begun, only wiser and sadder. Alice has paid for her sins. But still the little twists on the airport are a bit artificial. Max too easily exchanges Lisa for Alice; Alice too easily decides to reject Max, who has been her dream for so long; Max too easily returns to his fiancée. But then again, I don't know how how this could be achieved without sacrificing the elegant symmetry. I guess sometimes artists have to give up realism for beauty.	POS	POS,AYKZ9H4BNW810,21037

It's hard to believe that oprah winfrey produced this piece of junk, the show couldn't even hold a candle to cooking shows of the past, including emeril lagasse, rachael ray is the most annoying talk show and cooking show host in TV history, not since ainsley harriott has had a terrible cooking show host I've watched, at least ainsley harriott has some good moments and some style, this one has no style at all, she's terrible as host, the kitchen looks atrocious, the writing is horrible, the teleplay is over the top and the opening credits are so bad, it makes me sick. Now I Enjoy cooking shows that had a cool sense of style, but this has absolutely none of that<br /><br />This is one of the worst TV of the year.	NEG	NEG,AYKZ9H4BNW810,2645

Formula movie about the illegitimate son of a rich Chilenian who stands to inherit a fortune and gets mixed up in the affairs of bad guys and falls in love with a beautiful female lawyer (Vargas). It looks very much like a TV movie, not really exciting. The only reason I bothered to see it was because Valentina Vargas was in it. No real surprises here, though it is nice to see Vargas. Great looking Chilenian landscapes on display but Malcolm McDowell's part is very small and doesn't add much to the movie. Michael Ironside plays as usual a bad guy but this is not one of his most memorable parts. The chase scenes are standard fare.	NEG	NEG,AYKZ9H4BNW810,5101

This is indeed one of the weakest films based on Agatha Christie's work, a lifeless, muddled mystery that clearly lacks the grace (and the budget!) of its predecessors ("Death On The Nile", "Evil Under The Sun") and Donald Sutherland is a pale shadow of Peter Ustinov as far as screen detectives go (of course, he is playing a character much less interesting than Poirot). The film manages to coast as far as it does on the strength of Christie's plot alone (all her plots have a certain amount of inherent interest), but the direction is hopelessly flat. (*1/2)	NEG	NEG,AYKZ9H4BNW810,4981

Like an earlier commentor, I saw it in 1980 and have never been able to shake the memory of the gripping story, splendid acting, and dramatic musical score. It certainly contains some of Sam Waterston's finest work. He and the writers depict Oppenheimer not simply as an unjustly victimized hero -- which he was -- but also as naive, fond of alcohol, and snobbish, a rounded portrait instead of a stereotype.	NEG	NEG,AYKZ9H4BNW810,8868

I saw the second part of this beautiful period piece set on a ship sometime in the 19th century. Golding's book must be responsible for some of the superb dialogue but everything else was good too! I especially liked the way they created the period and feeling of being on the ship so well. For me this had a feeling of completeness about it which I know I won't be able to convey in words... Perhaps it was the way they mixed in technical and historical details about sailing in the eighteen hundreds to the story without messing it up. Benedict Cumberbatch was excellent, as was the rest of the cast. It's not often a mini-series sends me to the "zone", but this one did.	POS	POS,AYKZ9H4BNW810,15328

I had to see this on the British Airways plane. It was terribly bad acting and a dumb story. Not even a kid would enjoy this. Something to switch off if possible.	NEG	NEG,AYKZ9H4BNW810,9736

Radio was a very good movie, and honestly, i never cry in movies. But it had me pretty close to tears. It really got to me when Radio's mom died and he just wouldn't get out of his room. I felt really sad about how, if you were mentally retarded, you wouldn't really be able to understand death. I really liked the movie, and It's a must see.	POS	POS,AYKZ9H4BNW810,2586

