This is a clever story about relationships and a display of three main categories of players in the game of relationships: playboys (Max), manipulative women (Alice) and the fools who may be indeed in love (Lisa, Muriel and Lucien).<br /><br />Max and Alice are very unlikeable and perhaps despicable characters but who are always in control in the game leaving their partners around in the dark. But as the profusely discussed ending tells us, as veteran players as Max and Alice were, they would be happy to part ways anytime they see fit as if the game was just announced to be over and each one of them could not care less to get on with his or her own life and play another game with some other anonymous people when another opportunity presented itself. Lisa, Muriel and Lucien might be the ones who felt like investing something real in a relationship, only not being able to realise that they were the baits in the game and the ultimate losers (as far as what we were shown is concerned....who knows if they are also advance players of some sort in their worlds not shown to us on screen).<br /><br />This is a very fast-paced, delicately crafted and seductively witty story with an enticing execution by the cast. It also deserves some deeper thinking: how much is real in a game of relationship?	POS	POS,A17AH7B74XRKX1,3954

Another Asian horror movie packed with intense, and creepy moments. Another Asian horror trademark is the complexity of the plot, which is here as well. MAJOR SPOILER WARNING!<br /><br />The movie starts pretty simple - two sisters go to live with their dad and stepmother after being put in a mental institution after their mother hanged herself. The sisters seem very hostile towards their mother - especially the elder one - and they seem to ignore their father. All goes smoothly until the mother locks the young sister in the wardrobe and the elder sister tells her father. Then it hits you, "your sister has been dead for years now" It turns out the older sister is still not recovered from the death of her mother and what we didn't know is that the wardrobe the mother was hanged in fell on the younger sister and killed her as well.As for the stepmother she is the alter ego of the older sister - revealed when the stepmother (actually the sister's alter ego) is sitting on a couch when the real stepmother walks in! I hope it has been made clearer for confused Asian horror fans out there.<br /><br />Finally - my favourite scene is the scene where the father invites friends over for dinner and one of the friends starts to choke which erupts into a panic attack. Very creepy! 7 out of 10	POS	POS,A17AH7B74XRKX1,5043

This P.of S. was highly recommended to me by two friends that have great<br /><br />(similar to mine) taste in films and have seen more than anyone I know.<br /><br />I have no idea what they saw in this movie. Sadistic,cruel and repulsive is fine in an entertaining movie,but this is a windbag effort trying to pass itself off as highbrow lowbrow movie making.Or is it lowbrow highbrow?<br /><br />The ancient generation gap cliché "no redeeming social value" comes to mind. Bill Pullman is trying,maybe a little to hard,and except for the kid the rest of the acting seems self-conscious and kinda lame.<br /><br />Save yourself from this and watch a double feature of "In Cold Blood" and "The Hitcher".<br /><br />As somebody said, this would never have been made if Jennifer Lynch was not the overrated David Lynch's daughter.	NEG	NEG,A17AH7B74XRKX1,7704

Movies about U.F.O.'s are always a nice way to kill some time, so on a rainy Sunday evening I picked up this flick, expecting what can be expected from a direct-to-DVD U.F.O. mystery.<br /><br />Boy, was I wrong! At about halfway in the movie it becomes very apparent that the U.F.O. theme is just a deceptive way of attracting unsuspecting viewers to this Christian propaganda. And this is not just a Christan movie from an average Christian. No, this is Christianity of the extremist fundamentalist kind. The scary kind.<br /><br />In the end of this movie, the non-believing lead is tricked by their colleagues using a practical joke in thinking that the Rapture has started (which is believed by Christians to be the happening in the end of time where true believers are going to heaven and non-believers are left behind).<br /><br />When the joke is explained, it is suggested that it is always better to become a true believer, 'just in case we Christians are right'. Now that's a lamest excuse ever to become a Christian if you ask me!<br /><br />This movie still tries to convert non-believers using scare tactics. "Believe in God or you will go to Hell!" is the message here. Simple, but quite offensive, really. Especially because this movie is being sold as something completely different.<br /><br />Now let's assume you're a Christian fundamentalist yourself and you're not likely to be offended by the themes in this movie, is this a good movie? I'm afraid it isn't. No actually I'm lying: I'm GLAD it isn't! The acting is horrible, the pacing is horrible, the plot is horrible, especially the ending is laughably bad. As soon as the movie starts, you immediately sense that this is going to be worse than you expected, and you will be right.<br /><br />In the first half hour, it seems to at least attempt to set up a passable U.F.O. mystery, but then suddenly they bring in this Count Dracula look-alike that starts babbling about the devil. At first you just think this dude is just a crazy maniac, but as it turns out, he actually represents the real views of the makers of this movie. As soon as you start realizing this, you know how this is going to end up. But actually it ends up worse.<br /><br />Avoid.	NEG	NEG,A17AH7B74XRKX1,9168

I love documentaries. The Andy Goldsworthy doc was great.I looked forward to this one - but was very disappointed. I knew of Kahn and was intrigued by the idea of his lonely death in a Penn Station men's room. There must be a story here, I mistakenly believed.The only story here is of sadly deluded women who had affairs with an ugly little famous married man. In the absence of anything like an explanation for this guy's horrible behavior, we're given endlessly repeated clips of Kahn walking around and painfully long - supposedly contemplative - shots of his soulless buildings.Actually, some of the buildings are interesting but the thrust of the film asks us to think about the guy himself. The overwrought soundtrack references an emotional tug that is entirely absent from the film. Kahn's apparent gifts do not excuse his behavior or martyr his mistresses. This film seems to want to give Kahn the great artiste's free pass and thus make the director and his mother sympathetic figures - I don't buy it.	NEG	NEG,A17AH7B74XRKX1,14626

